"merge","id","id_str","name","screen_name","location","description","url","followers_count","friends_count","created_at","time_zone","lang","party"
"jiminhofe",7270292,7270292,"Jim Inhofe","jiminhofe","Oklahoma","Campaign account for Jim Inhofe, United States Senator from Oklahoma. Tweets are from Staff. Tweets from Jim will be signed -JI","http://t.co/p8rnylO6BF",21382,311,"Thu Jul 05 14:39:13 +0000 2007","Central Time (US & Canada)","en",NA
"jimlangevin",18909919,18909919,"Jim Langevin","jimlangevin","Warwick, RI and Washington, DC","RI's Second District Representative","http://t.co/S8S8rOBBMr",9217,2404,"Mon Jan 12 18:36:58 +0000 2009","Eastern Time (US & Canada)","en","D"
"joannemerson",83603750,83603750,"Jo Ann Emerson","JoAnnEmerson","","I am proud to serve as NRECA's CEO as an advocate for our 900 electric cooperative members and the 42 million consumer members they serve.","http://t.co/Pi3PLjbe93",3524,117,"Mon Oct 19 13:51:30 +0000 2009","Central Time (US & Canada)","en","R"
"joaquincastrotx",231510077,231510077,"Joaquin Castro ","JoaquinCastrotx","San Antonio, Texas","Serving Texas Congressional District 20 in the U.S. House of Representatives","http://t.co/SBuEnv1k",24109,604,"Tue Dec 28 18:41:02 +0000 2010","Eastern Time (US & Canada)","en","D"
"joegarcia",11527072,11527072,"Joe Garcia","JoeGarcia","FL-26","Gabriela's dad and congressman honored to represent FL's 26th district spanning from Westchester to Key West","http://t.co/J9E5cBh2td",3033,561,"Wed Dec 26 09:19:44 +0000 2007","Eastern Time (US & Canada)","en","D"
"john_dingell",109025212,109025212,"John Dingell","john_dingell","Southeast Michigan","Congressman from Michigan's 12th District","http://t.co/dblCaCZ59g",22773,2257,"Wed Jan 27 18:53:50 +0000 2010","Eastern Time (US & Canada)","en","D"
"johnboehner",5357812,5357812,"John Boehner","johnboehner","West Chester, Ohio","I represent Ohio's 8th Congressional District and serve as Speaker of the House; am fighting for a smaller, more accountable government.","http://t.co/9ePWABAMwM",311705,15292,"Fri Apr 20 21:07:41 +0000 2007","Eastern Time (US & Canada)","en","R"
"johnboozman",5558312,5558312,"Senator John Boozman","JohnBoozman","Arkansas","Representing Arkansas in the U.S. Senate.  Contact Info: 202-224-4843","http://t.co/PnVwyyvcAT",21219,492,"Fri Apr 27 16:05:52 +0000 2007","Eastern Time (US & Canada)","en","R"
"johncarneyde",237770636,237770636,"Rep. John Carney","JohnCarneyDE","Delaware and Washington, D.C.","Official Twitter page for U.S. Representative John Carney (D-DE). http://t.co/tdz4voj10e",NA,7421,1064,"Thu Jan 13 15:58:13 +0000 2011","Eastern Time (US & Canada)","en","D"
"johncornyn",13218102,13218102,"JohnCornyn","JohnCornyn","Austin, Texas","Representing Texas in the Senate Since 2002.","http://t.co/pcGBr0xIZ3",62216,9368,"Thu Feb 07 19:52:55 +0000 2008","Central Time (US & Canada)","en","R"
"johnculberson",14904437,14904437,"johnculberson","johnculberson","Houston TX/Washington DC","John Culberson: Proud father, happy husband. TX Congressman-Jeffersonian Republican. Let Texans Run Texas. Amateur astronomer","http://t.co/EHj4Qg6Op2",16823,11491,"Mon May 26 02:46:17 +0000 2008","Central Time (US & Canada)","en",NA
"jointeconcmte",116505994,116505994,"JEC Democratic Staff","JointEconCmte","Washington, D.C.","The JEC, established under the 1946 Employment Act, was created by Congress to review economic conditions & analyze the effectiveness of economic policy.","http://t.co/V1pAnCew0K",2308,946,"Mon Feb 22 18:11:02 +0000 2010","Central Time (US & Canada)","en",NA
"judgecarter",18030431,18030431,"JudgeCarter","JudgeCarter","Washington, DC Round Rock, TX","I'm a U.S. Congressman in the 31st District Texas, Chairman of the Homeland Security Appropriations Subcommittee and a former Texas Judge.","http://t.co/ZrV7MhcUeC",10624,3036,"Wed Dec 10 21:00:58 +0000 2008","Central Time (US & Canada)","en","R"
"judgetedpoe",74198348,74198348,"Ted Poe","JudgeTedPoe","Humble, Texas","Member of Congress, representing the second district of the great state of Texas","http://t.co/oI5YymTdZ7",12204,476,"Mon Sep 14 16:40:24 +0000 2009","Eastern Time (US & Canada)","en","R"
"juliabrownley",44251742,44251742,"Julia Brownley","JuliaBrownley","Westlake Village, CA","Mother, School Board Member, State Assemblywoman, Member of Congress proudly serving Ventura County","http://t.co/LkdVgmHUjI",1963,49,"Wed Jun 03 00:44:33 +0000 2009","Pacific Time (US & Canada)","en",NA
"juliabrownley26",1243902714,1243902714,"Julia Brownley","JuliaBrownley26","","U.S. Representative from California's 26th District.","http://t.co/HMlxAvA8LD",1788,451,"Tue Mar 05 14:51:28 +0000 2013","Eastern Time (US & Canada)","en","D"
"keithellison",14135426,14135426,"Rep. Keith Ellison","keithellison","Minneapolis/Washington, D.C.","Member of Congress from Minnesota's Fifth District. Co-Chair, @USProgressives","http://t.co/Fc4gsgpjbC",58668,3126,"Wed Mar 12 21:38:12 +0000 2008","Eastern Time (US & Canada)","en","D"
"keithrothfus",1155212191,1155212191,"Keith Rothfus","KeithRothfus","","Thank you for visiting my official Twitter account. I proudly represent and serve Pennsylvania's Twelfth Congressional District.","http://t.co/tKLzNwuY39",2258,478,"Wed Feb 06 21:51:36 +0000 2013","Eastern Time (US & Canada)","en","R"
"kellyayotte",229592356,229592356,"Kelly Ayotte","KellyAyotte","","",NA,33952,1466,"Wed Dec 22 20:20:15 +0000 2010","Eastern Time (US & Canada)","en","R"
"kencalvert",22545491,22545491,"Ken Calvert","KenCalvert","Corona, CA ","Official Twitter Account for U.S. Representative Ken Calvert (CA-42)","http://t.co/XcjXyjAwXE",4912,228,"Mon Mar 02 22:30:20 +0000 2009","Quito","en","R"
"lamarsmithtx21",15856366,15856366,"Lamar Smith","LamarSmithTX21","TX21","I represent the 21st District of TX in Congress & Chair the Science, Space, and Technology Committee. Join me: http://t.co/Tbx0d5Iq","http://t.co/1dfigsNXcr",12493,3529,"Thu Aug 14 21:53:40 +0000 2008","Eastern Time (US & Canada)","en","R"
"leeterryne",18317325,18317325,"Rep. Lee Terry","LEETERRYNE","#Omaha, #Nebraska","Proudly serving #NE02 in the U.S. House of Representatives. #SubCMT Chair #KeystoneXL #Husker Fan #GBR","http://t.co/oVFZiE61TS",9038,614,"Mon Dec 22 21:14:05 +0000 2008","Central Time (US & Canada)","en","R"
"lisamurkowski",18061669,18061669,"Sen. Lisa Murkowski","lisamurkowski","Alaska & Washington, D.C.","Official Twitter account for U.S. Senator Lisa Murkowski. Follow me for news and updates on what's happening in the Senate and across Alaska.","http://t.co/7OYLmD37oC",26905,361,"Thu Dec 11 21:55:19 +0000 2008","Central Time (US & Canada)","en","R"
"lorettasanchez",108376246,108376246,"Loretta Sanchez","LorettaSanchez","Orange County, CA","I proudly represent California's 46th district in Congress. I serve as a Senior Member on both the Armed Services and Homeland Security Committees.","http://t.co/PUiqbha0FR",15274,14510,"Mon Jan 25 19:08:10 +0000 2010","Pacific Time (US & Canada)","en","D"
"louiseslaughter",63169388,63169388,"Louise Slaughter","louiseslaughter","NY-25","Honored to serve the people of Rochester and Monroe County, NY. Only microbiologist in Congress and Ranking Member of the House Committee on Rules.","http://t.co/6JvrOBwYzn",10273,1442,"Wed Aug 05 15:53:07 +0000 2009","Quito","en","D"
"mactxpress",377534571,377534571,"Mac Thornberry","MacTXPress","United States Capitol","The latest news from the press shop of US Congressman Mac Thornberry (TX-13)","http://t.co/KnSJ3TPDYS",3172,969,"Wed Sep 21 18:42:06 +0000 2011","Eastern Time (US & Canada)","en","R"
"mariodb",37094727,37094727,"Mario Diaz-Balart","MarioDB","Florida & Washington, DC","I am proud to represent the 25th Congressional District of Florida and serve on the Committee on Appropriations.","http://t.co/0otyBlVugZ",14416,156,"Sat May 02 00:52:48 +0000 2009","Eastern Time (US & Canada)","en","R"
"markamodeinv2",402719755,402719755,"RepMarkAmodei","MarkAmodeiNV2","Carson City, NV","Proudly representing Nevada's 2nd District","http://t.co/p2s4qS7trR",4684,1731,"Tue Nov 01 13:43:55 +0000 2011","Quito","en","R"
"markeymemo",21406834,21406834,"Ed Markey","MarkeyMemo","","Official account for Senator Ed Markey. A national leader on energy,environment, telecommunications;voice for consumer protection. Born in Malden, Massachusetts","http://t.co/PvCpESvfcW",22292,128,"Fri Feb 20 15:49:29 +0000 2009","Central Time (US & Canada)","en","D"
"markeymemo",21406834,21406834,"Ed Markey","MarkeyMemo","","Official account for Senator Ed Markey. A national leader on energy,environment, telecommunications;voice for consumer protection. Born in Malden, Massachusetts","http://t.co/PvCpESvfcW",22292,128,"Fri Feb 20 15:49:29 +0000 2009","Central Time (US & Canada)","en","D"
"markudall",8128442,8128442,"Mark Udall","MarkUdall","Eldorado Springs, CO","Your United States Senator from Colorado","http://t.co/tFXxkc5Czs",33541,218,"Sat Aug 11 19:18:18 +0000 2007","Mountain Time (US & Canada)","en","D"
"markwarner",7429102,7429102,"Mark Warner","MarkWarner","Virginia","Updates from the U.S. Senator from Virginia and Staff. Following/retweeting does not equal an endorsement.","http://t.co/sIM9jSdBjn",49921,10990,"Thu Jul 12 14:03:33 +0000 2007","Eastern Time (US & Canada)","en","D"
"marshablackburn",278145569,278145569,"Marsha Blackburn","MarshaBlackburn","Brentwood, TN","I am honored to serve the people of Tennessee's 7th District.","http://t.co/uIRgQmKWY5",16118,2309,"Wed Apr 06 18:05:33 +0000 2011","Atlantic Time (Canada)","en","R"
"maxinewaters",36686040,36686040,"Maxine Waters","MaxineWaters","Los Angeles/Washington DC","Proudly serving the people of California's 43rd District in the U.S. Congress. Serve as Ranking Member of the House Financial Services Committee.","http://t.co/2G2DgC426m",24093,861,"Thu Apr 30 15:17:45 +0000 2009","Pacific Time (US & Canada)","en","D"
"maziehirono",92186819,92186819,"Senator Mazie Hirono","maziehirono","Hawaii","U.S. Senator Mazie K. Hirono - Proudly Serving the People of Hawaii","http://t.co/m4u3CFOBHg",12801,1182,"Tue Nov 24 03:10:37 +0000 2009","Hawaii","en","D"
"mccaulpressshop",26424123,26424123,"Michael McCaul","McCaulPressShop","DC; Austin to Houston","News from Congressman Michael McCaul (R-TX 10) and his Press Office","http://t.co/oPo4FgLY85",7662,216,"Wed Mar 25 03:54:11 +0000 2009","Eastern Time (US & Canada)","en","R"
"mcconnellpress",339822881,339822881,"Sen. McConnell Press","McConnellPress","","The Kentucky press office for Senator Mitch McConnell. For more information please visit his website:","http://t.co/GZL4NPuP1q",42750,261,"Thu Jul 21 18:25:30 +0000 2011","Quito","en","R"
"michaelcburgess",15751083,15751083,"Michael Burgess, MD","michaelcburgess","Washington, DC/Lewisville, TX","Congressman for Texas' 26th District, M.D. (Ob/Gyn) in my former life","http://t.co/49PFJmbDZO",13648,1140,"Wed Aug 06 15:25:19 +0000 2008","Eastern Time (US & Canada)","en","R"
"michelebachmann",18217624,18217624,"Michele Bachmann","MicheleBachmann","Minnesota's 6th District","Happy to be serving Minnesota's 6th Congressional District for a 4th term.","http://t.co/MUasuvx1F0",228519,2869,"Thu Dec 18 16:10:29 +0000 2008","Central Time (US & Canada)","en","R"
"mike_johanns",194720228,194720228,"Senator Mike Johanns","Mike_Johanns","Nebraska","U.S. Senator From Nebraska","http://t.co/kgV4WvKGgt",10436,139,"Fri Sep 24 20:55:55 +0000 2010","Central Time (US & Canada)","en","R"
"nancypelosi",15764644,15764644,"Nancy Pelosi ","NancyPelosi","San Francisco & DC","Democratic Leader, focused on strengthening America's middle class and creating jobs; mother, grandmother, dark chocolate connoisseur.","http://t.co/wt2ed3XGGr",542388,346,"Thu Aug 07 15:35:02 +0000 2008","Pacific Time (US & Canada)","en","D"
"nikiinthehouse",242892689,242892689,"Niki Tsongas","nikiinthehouse","","Proudly representing the families of the Massachusetts 3rd District.

More info at: http://t.co/mp6QlRchln","http://t.co/ieY22ZPpR2",7496,1101,"Tue Jan 25 20:57:25 +0000 2011","Eastern Time (US & Canada)","en","D"
"nitalowey",221792092,221792092,"Nita Lowey","NitaLowey","New York and Washington, D.C.","Official account of Congresswoman Nita Lowey | Senior Democrat on House Appropriations Committee (@AppropsDems) | RTs and follows not endorsements.","http://t.co/XtYmMrkgPh",8828,811,"Wed Dec 01 16:36:35 +0000 2010","Eastern Time (US & Canada)","en","D"
"nydiavelazquez",164369297,164369297,"Rep. Nydia Velazquez","NydiaVelazquez","NYC and DC","Represents New York's 7th Congressional District in the U.S. House of Representatives.  Top Democrat on House Small Business Committee.","http://t.co/encf2UOJp1",6555,3026,"Thu Jul 08 18:18:20 +0000 2010",NA,"en","D"
"olsonpressshop",20053279,20053279,"RepPeteOlson","OlsonPressShop","Washington, DC / Houston, TX","The Latest in News from US Congressman Pete Olson and Capitol Hill","http://t.co/fQR5L3fWi8",4848,1546,"Wed Feb 04 13:40:57 +0000 2009","Central Time (US & Canada)","en",NA
"oversightdems",31122582,31122582,"House OversightDems","OversightDems","Washington, DC","Ranking Member Elijah E. Cummings - Oversight and Government Reform Democrats --  
RT and follows do not equal endorsements
Tweets from Cummings signed EEC","http://t.co/rTazHp5ce5",13719,5524,"Tue Apr 14 13:37:22 +0000 2009","Eastern Time (US & Canada)","en",NA
"patrickmchenry",27676828,27676828,"Patrick McHenry","PatrickMcHenry","Cherryville, NC","I represent the citizens of North Carolina’s 10th District in the United States Congress.","http://t.co/fKHDu4b6V5",14171,3825,"Mon Mar 30 16:42:39 +0000 2009","Eastern Time (US & Canada)","en","R"
"patrickmurphyfl",261852987,261852987,"Patrick Murphy","PatrickMurphyFL","Palm Beach Gardens","U.S. Rep. for Florida's 18th District","http://t.co/LD3L7yxdWB",3255,448,"Sun Mar 06 20:59:33 +0000 2011","Eastern Time (US & Canada)","en",NA
"pattymurray",293131808,293131808,"Senator Patty Murray","PattyMurray","WA & DC","Official account of U.S. Senator Patty Murray (D-WA) | @SenateBudget Chairman | Tweets come from staff unless signed “-PM” by Senator Murray | RT≠endorsement","http://t.co/7bd8QMhqRT",29990,2170,"Wed May 04 20:23:35 +0000 2011","Eastern Time (US & Canada)","en","D"
"pedropierluisi",34972633,34972633,"Pedro Pierluisi","pedropierluisi","Washington D.C. / San Juan","I take my responsibility of serving the 3.6 million U.S. citizens of Puerto Rico very seriously and I represent them in Congress with pride.","http://t.co/X9bMXG8KvG",37479,9992,"Fri Apr 24 16:43:30 +0000 2009","Eastern Time (US & Canada)","en","D"
"peterroskam",20015903,20015903,"Peter Roskam","PeterRoskam","Wheaton, IL","I represent Illinois’ 6th Congressional District in the US House. I serve on the Ways and Means Committee and the Select Committee on Benghazi.","http://t.co/HcJqb588Ft",14308,4453,"Wed Feb 04 00:11:56 +0000 2009","Eastern Time (US & Canada)","en","R"
"petesessions",24735461,24735461,"Pete Sessions","PeteSessions","","I proudly represent the people of Texas' 32nd Congressional District and serve as the Chairman of the House Committee on Rules.","http://t.co/ZbESaBtE5q",14335,762,"Mon Mar 16 17:54:52 +0000 2009","Eastern Time (US & Canada)","en","R"
"ralphhallpress",1154894353,1154894353,"Ralph Hall","RalphHallPress","4th District of Texas","Proudly serving the constituents of the 4th District of Texas.","http://t.co/kXNhnzfU",1436,42,"Wed Feb 06 19:35:46 +0000 2013","Eastern Time (US & Canada)","en","R"
"randy_forbes",15160884,15160884,"Randy Forbes","Randy_Forbes","Chesapeake, Virginia","Representing Virginia's Fourth Congressional District. (Following a group or person does not indicate support or endorsement of their beliefs or opinions.)","http://t.co/Raylm95FGB",13265,4963,"Wed Jun 18 18:32:37 +0000 2008","Eastern Time (US & Canada)","en","R"
"randyneugebauer",34340464,34340464,"Randy Neugebauer","RandyNeugebauer","Lubbock, TX","Proudly representing the 19th District of Texas, which stretches across 29 counties in West Texas and the Big Country.","http://t.co/itHIdG69sg",10028,3008,"Wed Apr 22 17:46:22 +0000 2009","Eastern Time (US & Canada)","en","R"
"raul_labrador",246341769,246341769,"Raúl R. Labrador","Raul_Labrador","Eagle, Idaho","Proudly serving Idaho's beautiful 1st Congressional District.","http://t.co/6B5v8If4F2",8803,517,"Wed Feb 02 16:26:52 +0000 2011","Central Time (US & Canada)","en","R"
"rep_hunter",1305596696,1305596696,"Rep. Duncan Hunter","Rep_Hunter","","Representing California’s 50th District","http://t.co/8rSbcnjMYw",3271,246,"Tue Mar 26 21:04:26 +0000 2013","Atlantic Time (Canada)","en","R"
"rep_janicehahn",339852137,339852137,"Janice Hahn","Rep_JaniceHahn","San Pedro, CA","Proudly representing California's 44th District in Congress","http://t.co/tYJhVgj0nj",5834,898,"Thu Jul 21 19:22:22 +0000 2011","Pacific Time (US & Canada)","en","D"
"rep_southerland",237781383,237781383,"Steve Southerland","Rep_Southerland","U.S. Congress","Privileged to represent Florida's 2nd Congressional District in our fight to shrink government, cut spending, and restore accountability in Congress.","http://t.co/mo7cpDbvD0",8435,617,"Thu Jan 13 16:28:13 +0000 2011","Central Time (US & Canada)","en","R"
"rep_stevewomack",234469322,234469322,"Rep. Steve Womack","rep_stevewomack","Arkansas's 3rd District","Proud to serve the folks of Arkansas's 3rd District. Follow me on Facebook:  http://t.co/po5GaonDqA","http://t.co/iqdoMeRYwc",8023,1099,"Wed Jan 05 18:53:03 +0000 2011","Central Time (US & Canada)","en","R"
"repadamschiff",29501253,29501253,"Adam Schiff","RepAdamSchiff","Burbank, CA","Representing California's 28th Congressional District. Member of the House Intelligence Committee & House Appropriations Committee.","http://t.co/uxaSLWQTrx",11386,751,"Tue Apr 07 17:54:35 +0000 2009","Pacific Time (US & Canada)","en","D"
"repadamsmith",58928690,58928690,"Rep. Adam Smith","RepAdamSmith","Washington's 9th District","Proudly serving Washington State's 9th District. Ranking Member of the House Armed Services Committee @HASCDemocrats","http://t.co/bEAIcyoDki",8459,1356,"Tue Jul 21 21:31:55 +0000 2009","Quito","en","D"
"repadriansmith",296245061,296245061,"Rep. Adrian Smith","RepAdrianSmith","Gering, NE / Washington, DC","Proudly serving the 3rd District of Nebraska in the U.S. House of Representatives","http://t.co/pOBhoFPbKa",3290,177,"Tue May 10 12:52:01 +0000 2011","Eastern Time (US & Canada)","en","R"
"repalannunnelee",240376522,240376522,"Alan Nunnelee","RepAlanNunnelee","","",NA,5919,544,"Wed Jan 19 19:50:26 +0000 2011","Eastern Time (US & Canada)","en","R"
"repalgreen",156333623,156333623,"Congressman Al Green","RepAlGreen","Houston, TX","Proud to represent the Ninth Congressional District of Texas in the United States House of Representatives.","http://t.co/oPgLvA0EBr",7228,72,"Wed Jun 16 17:20:23 +0000 2010","Atlantic Time (Canada)","en","D"
"repandrecarson",199325935,199325935,"André Carson","RepAndreCarson","Indianapolis","The official Twitter account for Congressman André Carson of Indiana's 7th District. #Indianapolis #Indy","http://t.co/SDbjhU0u5K",9723,803,"Wed Oct 06 15:47:50 +0000 2010","Eastern Time (US & Canada)","en","D"
"repandyharrismd",960962340,960962340,"Rep. Andy Harris, MD","RepAndyHarrisMD","Maryland's First District","Proud to serve the people of MD-1; Anesthesiologist; Father to Joe, Becky, Irene, Jessica, & Danny; Grandfather to Charles and Abigail","http://t.co/iCfR9bx0m9",3867,451,"Tue Nov 20 18:31:27 +0000 2012","Eastern Time (US & Canada)","en","R"
"repannaeshoo",249348006,249348006,"Rep. Anna G. Eshoo","RepAnnaEshoo","Palo Alto, CA","Representing California's 18th Congressional District--the heart of Silicon Valley. Ranking Member of the Communications and Technology Subcommittee.","http://t.co/kDThNgg9my",8344,686,"Tue Feb 08 21:36:03 +0000 2011",NA,"en","D"
"repbarbaralee",248735463,248735463,"Rep. Barbara Lee","RepBarbaraLee","Washington, DC and Oakland, CA","Hi! I'm Congresswoman Barbara Lee, and I proudly represent California's 13th Congressional District in the US House of Representatives.","http://t.co/3zHy7BuRyf",18917,692,"Mon Feb 07 16:28:28 +0000 2011","Central Time (US & Canada)","en","D"
"repbecerra",133832049,133832049,"Xavier Becerra","RepBecerra","Los Angeles, CA","Chairman of the @HouseDemocrats. Proudly representing California's 34th Congressional District.","http://t.co/F2aPVwZMX6",16471,1812,"Fri Apr 16 19:04:13 +0000 2010",NA,"en","D"
"repbenraylujan",19318314,19318314,"Ben Ray Lujan","repbenraylujan","","Proudly Representing New Mexico’s 3rd Congressional District. @EnergyCommerce Committee, First Vice Chair @HispanicCaucus. Follows, replies & RTs ≠ endorsement.","http://t.co/HYE2dXCzKg",7779,280,"Thu Jan 22 01:00:32 +0000 2009","Quito","en","D"
"repbera",950783972,950783972,"Congressman Ami Bera","RepBera","Elk Grove, California","Ami Bera M.D., representing Sacramento County, California #CA7 in the U.S. House of Representatives.","http://t.co/clGCUwD756",5468,85,"Fri Nov 16 01:39:54 +0000 2012","Pacific Time (US & Canada)","en","D"
"repbillenyart",1068470480,1068470480,"Rep. Bill Enyart","RepBillEnyart","Southern IL & D.C. ","Proud to serve Southern Illinois workers, small businesses, veterans, and middle class families. Fighting for our Southern Illinois values in Washington.","http://t.co/pYpRPgl0",2363,26,"Mon Jan 07 14:42:39 +0000 2013","Central Time (US & Canada)","en","D"
"repbillflores",237312687,237312687,"Rep. Bill Flores","RepBillFlores","17th District of Texas","I serve hardworking Texas families -- to #RebuildTheAmericanDream, and to grow opportunities for more good American jobs and better paychecks.","http://t.co/KhFWx7QKwG",8465,1689,"Wed Jan 12 15:20:23 +0000 2011","Central Time (US & Canada)","en","R"
"repbilljohnson",211530910,211530910,"Bill Johnson","RepBillJohnson","Eastern/Southeastern Ohio","Proudly representing #Ohio's 6th Congressional District. Energy Enthusiast. Veteran. Husband. Father. Grandfather.","http://t.co/qiTALKWyNZ",7957,696,"Wed Nov 03 14:33:04 +0000 2010","Eastern Time (US & Canada)","en","R"
"repbillshuster",22527499,22527499,"Bill Shuster","RepBillShuster","Hollidaysburg, PA","Member of Congress and Chairman of the House Transportation & Infrastructure Committee. Proudly representing the people of PA's 9th district.","http://t.co/cXqRPxrbJ1",10791,805,"Mon Mar 02 20:04:02 +0000 2009","Eastern Time (US & Canada)","en","R"
"repblumenauer",15954997,15954997,"Earl Blumenauer","repblumenauer","Portland, OR","Congressman","http://t.co/jc7xekwWHB",17810,169,"Sat Aug 23 06:38:46 +0000 2008","Pacific Time (US & Canada)","en",NA
"repbobbyrush",305216911,305216911,"Bobby L. Rush","RepBobbyRush","D.C./Chicago & SW Suburbs","The official twitter account of Rep. Bobby L. Rush.  For official policy please see http://t.co/biKpeeMhCz.  RT does NOT constitute an endorsement.","http://t.co/fZruAAdEJY",4649,148,"Wed May 25 20:59:25 +0000 2011","Eastern Time (US & Canada)","en","D"
"repbobbyscott",161791703,161791703,"Rep. Bobby Scott","repbobbyscott","Newport News, VA","Proudly serving the citizens of Virginia's 3rd Congressional District. Member of the Judiciary Committee and the Education and the Workforce Committee.","http://t.co/gWMFDg45sU",8593,1535,"Thu Jul 01 19:57:00 +0000 2010","Eastern Time (US & Canada)","en","D"
"repbobgibbs",234822928,234822928,"Rep. Bob Gibbs","RepBobGibbs","US Congress","R-OH; Chairman, T&I Subcommittee on Water Resources and Environment; Agriculture Comm; http://t.co/sXrcqLkW2r","http://t.co/VzILXQbxjn",7763,3237,"Thu Jan 06 17:17:21 +0000 2011","Eastern Time (US & Canada)","en","R"
"repbonamici",558769636,558769636,"Suzanne Bonamici","RepBonamici","","Honored to represent Oregon's First Congressional District.","http://t.co/4mNk46JctA",4006,825,"Fri Apr 20 16:30:32 +0000 2012","Pacific Time (US & Canada)","en","D"
"repboustany",249339682,249339682,"Charles Boustany","RepBoustany","Washington, DC/South Louisiana","South Louisiana's voice on Capitol Hill. Trade. Energy. Taxes. Vets. #LA03 @WaysandMeansGOP","http://t.co/FYFJi5Do0W",5190,271,"Tue Feb 08 21:15:08 +0000 2011","Atlantic Time (Canada)","en","R"
"repbradwenstrup",518644221,518644221,"Brad Wenstrup","RepBradWenstrup","","US Representative for the people of Ohio's 2nd District, Physician, Army Reservist, Dad, Lifelong Ohioan","http://t.co/iBzLgVUTrS",3120,785,"Thu Mar 08 16:25:14 +0000 2012","Eastern Time (US & Canada)","en","R"
"repbrady",148453195,148453195,"Bob Brady","RepBrady","Philly - Delco - DC","Proudly representing Pennsylvania's 1st District in House of Representatives.  Born & Raised in Philadelphia.  Fighting for Equality and Democracy.","http://t.co/UXBZB1hRh5",6528,688,"Wed May 26 18:53:52 +0000 2010","Eastern Time (US & Canada)","en","D"
"repbrianhiggins",33576489,33576489,"Brian Higgins","RepBrianHiggins","WNY and Washington, DC","Official account for the Office of Congressman Brian Higgins (NY-26) representing portions of Erie and Niagara counties. http://t.co/UXbxkBzmNe","http://t.co/heWa4g95dy",12293,1866,"Mon Apr 20 16:47:06 +0000 2009","Eastern Time (US & Canada)","en","D"
"repbyrne",2253968388,2253968388,"Rep. Bradley Byrne","RepByrne","Southwest Alabama","I am proud to represent Alabama's First Congressional District in the U.S. House of Representatives.","http://t.co/u2pktSOk1E",2924,2108,"Thu Dec 19 19:42:18 +0000 2013","Atlantic Time (Canada)","en",NA
"repcardenas",1222257180,1222257180,"Rep. Tony Cárdenas","RepCardenas","San Fernando Valley, CA","I am proud to serve the San Fernando Valley in Congress. Follows or RT's do NOT indicate endorsement.","http://t.co/ufY7ZnH47U",3293,1014,"Tue Feb 26 16:12:35 +0000 2013",NA,"en","D"
"repcharliedent",242376736,242376736,"RepCharlieDent","RepCharlieDent","Washington, DC","Congressman Charlie Dent represents Pennsylvania’s 15th District, which includes all or parts of Berks, Dauphin, Lebanon, Lehigh and Northampton counties.","http://t.co/rtLFVON38S",3455,391,"Mon Jan 24 16:58:11 +0000 2011","Central Time (US & Canada)","en",NA
"repchrisgibson",234937222,234937222,"Chris Gibson","RepChrisGibson","Kinderhook, NY","Congressman for New York's 19th Congressional District, Army Veteran, Member of the House Agriculture and Armed Services Committees","http://t.co/aBSHGM8nMB",6837,200,"Thu Jan 06 23:23:12 +0000 2011","Eastern Time (US & Canada)","en","R"
"repchrissmith",1289319271,1289319271,"Rep. Chris Smith","RepChrisSmith","","Proud to represent the 4th Congressional District of New Jersey

https://t.co/dYj7YzIRtq","http://t.co/a3ZJUqfRSg",2549,54,"Fri Mar 22 18:03:53 +0000 2013","Eastern Time (US & Canada)","en",NA
"repchuck",235190657,235190657,"Chuck Fleischmann","RepChuck","Washington, D.C./TN-03","My official House office Twitter account. I work for the people of TN-03.","http://t.co/BanS9JzDxx",5838,622,"Fri Jan 07 15:46:29 +0000 2011","Eastern Time (US & Canada)","en","R"
"repcleaver",163570705,163570705,"Rep. Emanuel Cleaver","repcleaver","","This is the official Twitter page of Congressman Emanuel Cleaver, II, representing Missouri's Fifth District.","http://t.co/3wEzD4GSmf",11761,596,"Tue Jul 06 19:14:47 +0000 2010","Central Time (US & Canada)","en","D"
"repcohen",162069635,162069635,"Steve Cohen","RepCohen","Memphis, TN and Washington, DC","Congress TN-9 Memphis. Committees: Judiciary&Transport; Supporter of civil rights/liberties/women&minority issues/animal welfare. Father of TN Educ Lottery: Dem","http://t.co/uhNtROa3Ll",11030,437,"Fri Jul 02 15:10:21 +0000 2010","Central Time (US & Canada)","en","D"
"repcorrinebrown",292935209,292935209,"Corrine Brown","RepCorrineBrown","Jacksonville","I have served in the U.S. House of Representatives since 1992. My district includes Jacksonville, Gainesville and Orlando.","http://t.co/5S1qvqSpp2",6623,246,"Wed May 04 13:48:56 +0000 2011","Eastern Time (US & Canada)","en","D"
"repcorygardner",235217558,235217558,"Rep. Cory Gardner ","repcorygardner","CD 4 - Colorado","Proudly serving Colorado's 4th Congressional District.  This is my official congressional Twitter account. Tweets from Cory are signed -cg.","http://t.co/eeCuuYHlAj",8384,634,"Fri Jan 07 17:02:56 +0000 2011","Mountain Time (US & Canada)","en","R"
"repcuellar",210926192,210926192,"Rep. Henry Cuellar","RepCuellar","Laredo, Texas / Washington DC","Serving the 28th District of Texas in U.S. House of Representatives","http://t.co/rZ3u1gyJo5",8786,1900,"Mon Nov 01 20:20:17 +0000 2010","Eastern Time (US & Canada)","en","D"
